BarnName,Index,DHIID,RFID,Lact#,DIM,Merit$,DateDue,Repr,PTAM,PTAFat,PTAPro,LctAvSCCS,SireCode,MGSCode,DamName,DamPTAM,DamPTAF,DamPTAP,DamMerit$,SireMerit$
5810,5810,47VAN9775,,3,174,267,8-11,P,767,33,25,0.6,7HO6695,14HO3367,2763,498,2,21,190,539
5869,5869,47VAJ8198,,2,215,267,,N,628,11,26,0.7,1HO2406,9HO2575,2684,289,7,19,333,342
2948,2948,47TXC8345,,4,167,265,7-28,P,641,24,23,2.2,29HO12044,,3934,,,,,411
6595,6595,47VBY8813,,1,290,265,7-7,P,1733,38,53,4.8,1HO2406,11HO5284,4319,649,13,24,111,338
5484,5484,47TZK4420,,3,103,264,10-5,,609,10,24,0.7,1HO8752,,2096,,,,,414
6250,6250,47VBY8393,,2,144,264,,N,812,33,22,1.6,29HO9138,1HO6671,5085,634,17,15,135,552
6297,6297,47VBY8424,,2,120,264,9-15,P,1009,28,25,2.7,29HO11111,11HO5534,4315,-72,-4,2,154,247
5919,5919,47VAJ8200,,2,303,263,7-13,P,1422,35,46,1,1HO7127,1HO5551,2410,302,6,12,-12,378
2603,2603,47TXC8006,,4,214,262,10-6,,434,16,11,0.2,9HO2575,,3301,,,,,391
5661,5661,47TZK4809,,2,371,262,8-4,P,951,24,21,0.6,1HO6802,,4057,,,,,227
5297,5297,47TYY0822,,3,146,260,10-6,,73,20,21,0.6,7HO6417,,3662,,,,,470
5423,5423,47TYY0677,,3,210,260,,C,769,25,23,4,203HO421,9HO2704,2541,315,21,13,-3,238
6461,6461,47VBY8559,,1,162,260,9-3,P,249,-13,2,0.3,14HO3597,11HO5183,5188,-300,-25,-3,130,296
5243,5243,47TXC8681,,3,297,259,2-24,P,306,-4,7,1.9,1HO6360,,2395,,,,,349
5643,5643,47VAN9545,,3,50,259,,,332,15,14,4,29HO10241,7HO6417,5004,-164,7,5,184,420
5749,5749,47TZL6318,,3,242,258,6-6,P,850,27,22,2.7,203HO421,1HO6149,,1322,36,30,58,449
6063,6063,47VAJ8504,,2,219,258,9-15,P,651,40,26,1.3,29HO9155,,2827,,,,,308
6077,6077,47VAJ8497,,2,129,258,9-6,P,1185,45,30,0.1,1HO9007,,3536,,,,,319
6457,6457,47VBY8614,,1,284,258,1-27,P,504,17,21,0.9,29HO10124,,4431,,,,,527
6824,6824,47VBY9785,,1,201,258,9-8,P,645,7,22,0.8,11HO7123,1HO5583,2907,630,-10,28,166,+511E
5385,5385,47TYY0861,,3,51,257,,,457,5,11,5.3,14HO3597,1HO4438,1232,-67,8,6,99,473
5639,5639,47TZK4823,,3,72,257,,,458,6,15,0.1,203HO421,,2577,,,,,320
5602,5602,47TZK4510,,2,487,256,3-26,P,894,23,33,2.2,11HO5183,,4180,,,,,470
5291,5291,47TYY0807,,4,32,255,,,412,33,21,5.1,3HO5678,1HO5551,2423,549,21,20,118,+511E
6200,6200,47VAJ9399,,2,238,255,5-19,P,1440,23,34,0.8,507HO6838,9HO2575,2824,-4,-26,-4,68,521
6678,6678,47VBY8950,,1,228,255,5-26,P,240,39,16,1.7,1HO7290,11HO5486,4320,368,-19,0,18,473
5165,5165,47TZK4029,,3,376,254,2-18,P,717,40,26,0.8,29HO10321,,2256,,,,,473
6173,6173,47TZD3301,,2,303,254,7-4,P,747,46,24,0.2,507HO6695,1HO3895,2980,614,-7,17,104,376
6543,6543,47VBY8769,,2,46,254,,,-16,39,11,0.1,29HO10493,1HO5697,5200,348,12,6,103,514
6630,6630,47VBY8780,,1,281,254,4-6,P,-127,21,-3,2,1HO6721,7HO6417,5373,-486,20,-1,213,455
5378,5378,47TYY0869,,3,239,253,5-19,P,351,-8,12,1.1,1HO6360,1HO2274,1974,390,-5,16,38,437
6239,6239,47VBY8002,,2,171,253,10-12,,965,32,25,1.7,1HO6721,,2246,,,,,342
5038,5038,47TYY0552,,3,305,252,1-19,P,218,-5,-2,1.6,1HO6360,,3631,,,,,467
6088,6088,47VAJ8745,,2,257,252,7-10,P,942,21,25,0.1,1HO2406,9HO2575,2806,665,9,18,247,473
6465,6465,47VBY8619,,1,391,252,8-21,P,1434,43,47,2.7,1HO7127,11HO5153,2302,453,18,18,59,470
6546,6546,47VBY8757,,1,284,252,5-7,P,102,2,4,1.9,29HO10124,1HO6360,5172,-408,-36,-17,88,403
5428,5428,47TZK4384,,3,88,251,10-13,,696,31,18,0.1,29HO10483,1HO7123,1987,554,22,11,118,445
5152,5152,47TZK4023,,3,199,250,8-10,P,234,25,16,2.9,7HO6417,,4069,,,,,506
6273,6273,47VBY8395,,2,98,250,10-6,,503,14,12,2.1,507HO7173,1HO6360,5038,218,-5,-2,252,420
6601,6601,47VBY8732,,1,268,250,7-4,P,1304,31,44,2.2,1HO7127,,5043,,,,,455
6749,6749,47VBY9223,,1,211,250,8-22,P,836,22,29,1.6,507HO6168,,5251,,,,,342
2932,2932,47TXC8949,,3,152,249,8-11,P,206,-1,8,0.1,1HO6360,1HO6158,2074,-628,-14,-10,-139,386
5250,5250,47TZK4185,,3,294,249,9-22,,995,22,29,0.8,11HO5183,7HO5710,2342,1050,47,20,169,342
5865,5865,47VAJ8209,,3,32,249,,,1010,19,25,0.3,1HO5588,1HO5626,2401,-121,2,6,142,376
6156,6156,47VAJ9138,,2,109,249,,N,761,47,22,0.4,507HO6695,7HO6417,2944,818,21,27,317,368
6331,6331,47VBY8466,,1,294,249,1-10,P,1351,16,32,2,1HO5663,1HO5626,2573,804,-7,20,101,342
6653,6653,47VBY8941,,1,199,249,6-29,P,748,7,14,0.2,14HO3597,,4250,,,,,527
2699,2699,47TXC8502,,4,266,248,5-30,P,238,0,2,1.6,1HO6360,,3444,,,,,280
5985,5985,47VAJ8257,,2,371,248,9-15,,901,31,20,1.4,29HO10302,,4038,,,,,342
6378,6378,47VBY8583,,2,90,248,10-13,,890,35,23,0.4,1HO7235,1HO5702,2994,640,21,10,96,232
6606,6606,47VBY8729,,1,248,248,5-16,P,952,21,27,1.7,1HO7235,,5383,,,,,232
6688,6688,47VBY8938,,1,186,248,10-18,,-19,55,12,0.4,1HO7290,,4412,,,,,232
2806,2806,47TXC8312,,3,107,247,9-29,,665,9,18,0.8,9HO2575,1HO5053,2059,185,5,6,-83,232
5201,5201,47TZK4228,,3,283,247,1-20,P,422,38,14,1.5,1HO5697,,4036,,,,,318
5700,5700,47VAN9568,,2,327,247,9-1,P,993,32,38,4.1,11HO7130,11HO7817,4314,584,-5,12,71,448
5535,5535,47TZK4446,,2,280,246,1-20,P,888,27,26,2.5,,1HO3895,1852,614,-7,17,104,455
2903,2903,47TXC8394,,4,38,245,,,608,17,33,,1HO5583,1HO4438,1232,-67,8,6,99,591
5556,5556,47TZD2496,,2,412,245,5-3,P,156,3,1,1.8,203HO466,9HO2575,2677,-682,-4,-17,152,591
6352,6352,47VBY8468,,2,49,245,,,315,8,14,0.2,203HO421,29HO10321,5117,-6,1,5,53,342
1956,1956,46VHX9755,,5,268,244,7-13,P,799,5,22,0.5,9HO2271,11HO3686,1006,-931,-31,-23,-75,338
6127,6127,47VAJ8737,,2,255,244,6-14,P,437,54,14,0.4,507HO6695,UNKNOWN,2814,,,,,378
6193,6193,47VAJ9433,,2,104,244,9-29,,144,19,13,1.9,7HO6168,53290776,2110,123,24,2,181,514
6768,6768,47VBY9231,,1,225,244,10-6,,-119,49,12,0.1,501HO7290,,4582,,,,,470
2473,2473,47TTA0710,,4,337,243,,N,503,23,24,2,29HO9215,29HO6658,,-163,-6,-1,98,455
5028,5028,47TXC8971,,3,343,243,5-22,P,191,3,1,2,1HO6360,,1609,,,,,288
6070,6070,47VAJ8481,,2,295,243,6-23,P,1076,5,23,0.5,1HO5588,1HO6360,2746,-46,1,4,282,473
6318,6318,47VBY8482,,1,411,243,3-27,P,896,-2,33,1.6,507HO7043,1HO2406,5181,-35,0,6,59,403
6379,6379,47VBY8587,,1,323,242,2-17,P,891,6,21,0.1,1HO7235,1HO6802,5041,891,8,14,209,414
6495,6495,47TZD3388,,2,250,242,5-27,P,318,10,18,1.4,507HO6168,11HO5183,5250,995,22,29,249,367
2898,2898,47TXC8382,,4,237,241,9-3,P,98,38,17,1,14HO3367,,1568,,,,,470
5764,5764,47VAN9732,,3,118,241,9-15,P,730,9,32,5.1,29HO10728,7HO6417,2677,719,8,33,331,386
6125,6125,47VAJ8762,,2,233,241,5-19,P,1586,28,30,1.2,94JE3083,224HO6974,2747,627,12,11,76,514
6525,6525,56217478,,1,213,241,9-28,,-41,-6,-2,2.3,1HO6833,1HO6360,2751,-173,-33,-5,113,539
5150,5150,47TZK4011,,3,329,240,3-17,P,25,13,4,2.8,7HO6417,,1942,,,,,320
5967,5967,47VAJ8232,,1,466,240,,C,1702,43,38,2,1HO2406,,2469,,,,,342
6399,6399,47VBY8603,,1,175,240,7-20,P,-22,-4,-4,1.4,1HO6833,1HO6360,2951,-375,-28,-9,114,211
5863,5863,47VAJ8207,,2,244,239,7-20,P,947,46,23,1.3,1HO5663,1HO6149,5014,139,26,0,12,473
2648,2648,47TXC8046,,4,214,238,9-8,P,1684,22,31,2.3,1HO5588,1HO2274,1919,403,8,9,94,179
6681,6681,47VBY8955,,1,246,238,6-10,P,935,6,22,2.6,1HO7235,14HO3597,5432,-153,-34,-13,16,250
6683,6683,47VBY8987,,1,153,238,8-11,P,993,8,18,2.4,14HO3597,224HO6974,2696,1319,16,30,123,470
5658,5658,47TZK4833,,3,191,237,7-14,P,1124,15,22,0.6,1HO5588,11HO4515,1539,-133,-20,-5,48,374
6712,6712,47VBY9211,,1,216,237,7-4,P,-149,51,7,2.4,1HO7290,203HO421,5314,945,30,19,181,455
6773,6773,47VBY9279,,1,216,237,5-30,P,-131,33,13,0.7,29HO10493,1HO5702,2833,-206,6,-6,23,386
6844,6844,47VBY9831,,1,154,237,8-6,P,-257,47,10,1.1,501HO7290,1HO8615,5533,11,9,4,37,288
6753,6753,47VBY9255,,1,198,236,8-10,P,209,30,3,3.2,1HO6833,,4417,,,,,288
5963,5963,47VAK2832,,3,36,235,,,416,8,13,0.7,203HO421,1HO6149,2400,,,,,506
6330,6330,47VBY8461,,1,428,235,,C,1391,35,31,4.5,507HO6838,9HO2575,5171,382,-2,6,186,312
6485,6485,47TZD3389,,1,302,235,2-10,P,-37,6,20,2.7,507HO6168,7HO6417,5297,73,20,21,260,420
6707,6707,47VBY8923,,1,243,234,6-23,P,898,0,25,0.1,1HO9229,1HO6360,2606,143,-5,0,174,476
6373,6373,47VBY8533,,2,105,233,9-29,,359,12,16,0.1,1HO7235,1HO6671,5183,-100,5,6,161,243
6103,6103,47VAJ8769,,2,129,232,10-1,,1719,28,32,0.1,94JE3083,1HO6671,2777,,,,,431
6443,6443,47VBY8565,,1,279,232,1-13,P,632,19,21,0.4,1HO5663,,4520,,,,,288
6628,6628,47VBY8784,,1,166,232,10-13,,745,-10,22,0.5,14HO3801,1HO6360,2705,674,-34,16,178,413
6588,6588,47VBY8796,,1,281,231,4-5,P,574,2,19,1.8,29HO10124,11HO5183,5234,-468,-52,-12,-120,320
6269,6269,47VBY8391,,2,42,230,,,1111,39,25,0.4,507HO6838,29HO10321,5097,277,25,8,171,342
5239,5239,47TZK4195,,3,214,229,9-14,P,640,37,14,4.3,29HO10321,,2383,,,,,458
5300,5300,47TBO0475,,3,318,229,3-4,P,1020,22,22,6.4,203HO421,9HO2299,2462,1322,36,30,58,473
5547,5547,47TZD2813,,3,81,229,,,420,-18,11,2.3,203HO466,9HO2575,2590,,,,,439
6253,6253,47VBY8382,,2,133,229,9-26,,320,28,-1,0.1,1HO6833,224HO6974,2918,207,13,-2,-15,467
6469,6469,47VBY8555,,2,25,229,,,463,15,11,6,1HO7235,203HO466,5293,-296,-12,-8,83,581
5264,5264,47TXC8687,,3,207,228,8-22,P,526,14,6,0.2,14HO2736,,4276,,,,,342
5438,5438,47TZK4386,,3,220,228,10-12,,199,-13,1,2,1HO6360,,3636,,,,,214
5850,5850,47TRY9693,,2,240,228,,N,375,20,7,0.4,1HO2406,14HO2586,1425,-330,-4,-15,163,378
6032,6032,47VAJ8385,,2,243,228,8-4,P,497,8,14,2.3,1HO8800,9HO2704,2561,-746,-24,-19,-183,483
6447,6447,47VBY8591,,1,399,228,,C,719,38,14,1.8,1HO6721,1HO6149,5014,139,26,0,12,470
6188,6188,47VAJ9394,,2,203,227,6-23,P,398,9,7,0.1,29HO10302,1HO6360,2757,43,15,4,294,403
6812,6812,47VBY9288,,1,168,227,9-7,P,696,19,28,2.5,507HO6168,1HO7983,5518,,,,,312
2591,2591,47TXC8019,,4,292,226,9-22,,1116,36,33,2.5,9HO2704,1HO5306,1828,502,-4,11,44,388
2710,2710,47TXC8510,,4,96,226,10-6,,1045,36,22,0.1,1HO5702,1HO4438,1117,-143,-8,-5,11,342
5279,5279,47TZK4190,,3,343,226,4-16,P,856,34,18,0.7,14HO3831,,3901,,,,,346
6058,6058,47VAJ8479,,2,239,226,8-4,P,773,19,21,0.6,29HO10792,11HO5486,4320,368,-19,0,18,296
6440,6440,47VBY8606,,1,291,226,1-24,P,174,10,1,0.4,14HO3597,11HO4025,4172W,-208,2,-5,0,190
6518,6518,47VBY8811,,1,217,226,6-12,P,745,23,21,0.9,1HO9153,1HO5588,5016,960,-9,14,67,320
2769,2769,47TXC8565,,4,191,225,9-29,,1244,43,23,7.7,1HO5588,29HO8614,2038,715,46,17,219,338
5982,5982,47VAJ8281,,2,216,225,9-1,P,970,37,16,1.4,29HO10302,1HO5702,2718,-201,22,-15,-36,338
5925,5925,47VAJ8245,,3,35,224,,,743,17,10,3.7,1HO6802,29HO8343,1774,-156,-1,-10,-62,581
5173,5173,47TZK4031,,3,302,223,7-16,P,509,46,22,2.7,29HO10321,14HO2687,1966,524,44,26,227,403
6090,6090,47VAJ8773,,1,479,223,6-3,P,1196,47,29,1.7,29HO11111,,2429,,,,,473
6257,6257,47VBY8009,,2,139,223,8-15,P,549,46,19,0.1,29HO10792,,4222,,,,,420
6527,6527,47VBY8719,,1,264,223,6-29,P,606,10,24,0.9,29HO10124,,2217,,,,,250
5287,5287,47TZK4199,,3,267,222,4-21,P,366,19,8,1,203HO421,1HO6149,5014,139,26,0,12,439
5437,5437,47TZK4394,,3,181,222,9-29,,899,26,21,0.1,1HO2406,,3960,,,,,220
6218,6218,47VAJ9435,,2,197,222,9-1,P,509,62,15,1.9,507HO6695,UNKNOWN,5023,,,,,403
2896,2896,53689921,,4,97,221,10-6,,471,30,26,3.4,14HO3367,,3851,,,,,420
2984,2984,47TXC8958,,3,344,221,10-12,,910,38,13,0.8,1HO5588,1HO3390,1352,-700,1,-23,-20,214
6212,6212,47VAJ9418,,1,477,221,8-13,P,888,58,26,0.7,507HO6695,1HO2406,2986,341,12,13,18,349
6493,6493,47TZD3390,,2,27,221,,,414,5,22,1.5,507HO6168,11HO5183,5250,995,22,29,249,312
6520,6520,47VBY8786,,1,287,221,5-12,P,-140,23,-2,2.7,1HO5045,14HO3597,5252,-159,-21,-17,6,320
6668,6668,47VBY8963,,1,267,221,5-10,P,328,16,9,0.4,7HO6782,,5379,,,,,414
6735,6735,47VBY9225,,1,155,221,9-23,,555,24,18,1.4,29HO10124,,4368,,,,,391
5281,5281,47TXC8695,,3,316,220,4-13,P,304,21,15,2.6,29HO10321,1HO5626,2401,-121,2,6,142,225
5824,5824,47VAN9783,,2,369,220,5-26,P,11,32,-1,0.9,7HO6695,9HO2575,2639,-77,0,-4,238,333
2942,2942,47TXC8360,,3,312,219,10-13,,851,36,25,1.3,1HO6671,,3193,,,,,320
6417,6417,47VBY8542,,2,44,219,,,298,20,12,0.4,1HO6946,9HO2575,2603,434,16,11,262,320
6519,6519,47VBY8805,,1,283,219,2-28,P,746,14,21,0.7,1HO9153,1HO5588,5016,960,-9,14,67,247
6622,6622,47VBY8790,,1,270,219,8-3,P,72,28,-2,1.2,1HO9319,1HO6360,2668,841,23,18,323,467
5871,5871,47VAJ8214,,2,272,218,2-26,P,862,18,18,0.7,29HO10302,,4011,,,,,388
6562,6562,47VBY8736,,1,281,218,2-16,P,502,17,5,1.2,1HO6721,,4276,,,,,320
6186,6186,47VAJ9408,,2,213,217,9-29,,293,11,19,0.6,7HO6168,,4070,,,,,179
2865,2865,47TXC8706,,4,35,216,,,-57,-14,0,0.1,1HO6360,,3375,,,,,413
6236,6236,47VAJ9421,,2,57,216,,,791,33,20,0.1,1HO5663,,4514,,,,,308
6380,6380,47VBY8540,,1,359,216,3-9,P,284,10,11,2.4,507HO7173,1HO6360,2999,309,1,2,288,222
6739,6739,47VBY9289,,1,234,216,6-13,P,-35,10,16,1.3,1HO9367,7HO6417,2721,930,44,45,435,294
2919,2919,47TXC8393,,4,202,215,6-22,P,47,-16,5,3.7,9HO2575,,3928,,,,,403
5228,5228,53290764,,3,283,214,2-17,P,593,9,2,1,14HO3597,,1934,,,,,420
6028,6028,47VAJ8364,,2,331,214,6-8,P,1043,28,27,1.3,1HO5663,1HO8269,2837,888,28,22,115,554
6366,6366,47VBY8475,,2,49,214,,,36,17,8,0.9,29HO10241,11HO8624,4464,,,,,312
6789,6789,47VBY9269,,1,166,214,10-10,,898,0,15,2.8,507HO7466,14HO3597,5412,923,4,17,178,403
4455,4455,53689918,,4,225,213,,N,456,8,18,0.5,11HO5284,,,,,,,446
5157,5157,47TZK4004,,2,379,213,,C,784,13,11,0.8,14HO3597,39HO709,4008,969,11,22,64,391
5630,5630,47TZK4801,,3,182,213,7-11,P,-162,-21,3,2.6,1HO6360,7HO6168,2562,-153,-10,9,36,391
6722,6722,47VBY9227,,1,242,213,5-12,P,38,31,13,0.1,29HO10493,1HO7450,2404,250,1,1,-24,476
6750,6750,47VBY9282,,1,238,213,,N,567,25,12,4.1,507HO6838,9HO2575,,-551,-17,-14,179,
5358,5358,53689934,,2,354,212,2-2,P,571,39,16,1.7,29HO10321,,2330,,,,,243
5788,5788,47VAN9737,,2,251,212,5-29,P,769,35,37,2.9,14HO3751,1HO1028,2278,252,9,19,13,308
5997,5997,47VAJ8260,,2,286,212,6-1,P,1303,34,22,1.1,94JE3083,7HO6349,2707,-476,2,-5,-65,368
6036,6036,47VAJ8376,,2,284,212,5-30,P,846,20,20,1.2,1HO8863,1HO7376,2325,211,13,0,-45,232
6450,6450,47VBY8617,,1,310,212,4-6,P,-100,-2,4,4.3,7HO6782,203HO421,5246,113,-9,6,183,320
6819,6819,47VBY9791,,1,182,212,9-3,P,264,1,7,2.3,1HO6776,7HO6168,2583,-171,-26,-1,32,445
5459,5459,47TZK4412,,3,89,211,10-12,,516,23,19,0.1,1HO8624,29HO9429,2081,-175,11,3,138,445
5907,5907,47VAJ8184,,2,325,211,4-7,P,732,34,19,0.7,1HO2406,,2212,,,,,445
5950,5950,47VAK2838,,2,400,210,3-27,P,583,18,13,3.2,203HO421,1HO6149,2400,,,,,483
5041,5041,47TYY0548,,4,29,209,,,891,8,14,0.3,1HO6802,,4032,,,,,470
5301,5301,47TBO0458,,3,103,209,9-29,,1158,24,31,5.5,203HO421,1HO6149,2426,1322,36,30,58,455
5559,5559,47TZD2495,,3,233,209,6-13,P,-314,5,-13,0.6,203HO466,9HO2575,2677,-682,-4,-17,152,543
6755,6755,47VBY9217,,1,201,209,6-22,P,943,34,33,2.1,1HO7127,,4588,,,,,543
5221,5221,47TZK4176,,3,354,208,3-21,P,-172,-1,-10,2.2,1HO6360,29HO9429,2054,28,19,-2,40,288
6484,6484,47TZD3391,,1,294,208,1-29,P,103,2,23,4.6,507HO6168,7HO6417,5297,73,20,21,260,453
5212,5212,47TZK4220,,3,332,207,3-4,P,374,32,12,0.9,29HO10321,,3824,,,,,259
6038,6038,47VAJ8368,,2,196,207,8-26,P,290,6,13,0.7,1HO8800,11HO4623,1683,-784,-33,-21,-210,441
6643,6643,47VBY8982,,1,266,207,7-7,P,199,29,14,0.6,1HO5045,,3778,,,,,224
2813,2813,53331339,,3,652,206,5-1,P,1044,14,29,1.9,1HO6671,,3803,,,,,437
6420,6420,47VBY8595,,1,393,206,5-22,P,1394,28,35,1.5,7HO6838,1HO8388,5220,783,1,20,151,386
6805,6805,47VBY9256,,1,168,206,7-25,P,244,-4,-2,1.7,507HO7466,203HO466,5559,-314,5,-13,209,312
5125,5125,47TYY0728,,4,120,205,10-8,,560,1,19,0.8,11HO5183,,3438,,,,,539
6056,6056,47VAJ8482,,2,176,205,,N,510,22,24,1.3,29HO9155,11HO8046,2874,,,,,539
6141,6141,47VAJ9108,,2,192,205,7-7,P,637,36,17,1.2,7HO5605,,4438,,,,,232
6742,6742,47VBY9262,,1,191,205,7-7,P,367,1,5,1.7,14HO3597,1HO5583,2811,-98,-2,3,29,333
6573,6573,47VBY8816,,1,327,204,4-9,P,617,22,21,0.9,1HO9312,1HO7154,2034,24,4,6,97,228
6673,6673,47VBY8966,,1,268,204,4-29,P,-111,26,0,0.5,1HO6939,9HO2575,2815,-245,-5,-6,180,342
5162,5162,47TZK4024,,4,110,203,9-21,,462,9,4,3,14HO3597,,2266,,,,,386
6333,6333,47VBY8472,,2,82,203,,,-74,33,6,4.8,507HO6695,7HO6417,5174,42,18,14,287,214
5622,5622,47TZK4530,,3,82,202,,,-33,-16,-7,1.6,1HO6360,,2148,,,,,491
5837,5837,47TRY9679,,3,66,202,,,891,28,21,1,1HO2406,,2383,,,,,391
6466,6466,47VBY8557,,1,368,202,3-25,P,892,18,27,1.3,11HO7741,,4107,,,,,476
6607,6607,47VBY8801,,1,297,201,4-15,P,191,19,5,0.7,7HO6782,,3670,,,,,345
2491,2491,47TTA0716,,4,158,200,9-15,P,734,51,24,1.4,1HO5551,,1611,,,,,289
5140,5140,47TZK4016,,3,328,200,6-28,P,890,26,20,2.5,29HO10321,,3737,,,,,227
5359,5359,47TYY0858,,2,370,200,3-3,P,261,5,4,1.9,14HO3597,,2359,,,,,323
6487,6487,47TZD3404,,1,299,200,4-3,P,-52,-4,20,3.4,507HO6168,7HO6417,5297,73,20,21,260,213
6764,6764,47VBY9287,,1,181,200,7-13,P,-307,28,5,0.5,29HO10493,1HO5702,2867,-99,7,-9,7,441
2801,2801,47TXC8588,,4,28,199,,,507,-26,13,2.4,9HO2575,,3728,,,,,342
6448,6448,47VBY8549,,1,310,199,2-25,P,470,16,6,2.2,1HO9076,9HO2704,2508,-56,20,2,42,437
6809,6809,47VBY9293,,1,176,199,9-1,P,-76,28,3,2.3,1HO6987,,4204,,,,,386
5307,5307,47TBO0456,,3,282,198,4-4,P,536,7,13,2.3,203HO421,,,,,,,386
5431,5431,53690000,,2,427,198,8-3,P,1359,34,27,2,1HO2406,9HO2299,2459,-388,10,-11,9,398
6060,6060,47VAJ8491,,2,299,198,3-17,P,434,-4,11,1.5,1HO5588,9HO2575,2871,59,-7,10,287,455
6230,6230,47VAJ9429,,1,410,198,,C,968,49,24,3,,,4100,,,,,396
5081,5081,47TYY0565,,4,103,197,10-5,,-143,-11,-9,5.1,1HO6360,,3528,,,,,296
5923,5923,47VAJ8253,,2,367,197,3-22,P,626,31,28,7.1,29HO10241,1HO8240,2795,262,18,17,-58,376
5149,5149,47TZK4005,,3,285,196,,N,135,-4,3,1.2,9HO2575,73HO2759,1965,-122,13,-3,-18,320
6211,6211,47VAJ9410,,2,179,196,10-14,,573,36,19,4.3,29HO9155,11HO5929,2834,-91,27,-4,72,369
6510,6510,47VBY8706,,1,287,196,10-7,,301,-25,7,0.5,14HO3597,14HO3037,2047,-194,-28,3,60,392
6109,6109,47VAJ8751,,2,210,195,9-28,,1111,14,29,3.7,1HO5663,1HO5626,2571,428,-5,9,-18,527
5405,5405,47TYY0875,,3,255,194,4-23,P,153,7,17,0.8,29HO10483,,3928,,,,,527
5708,5708,47VAN9555,,3,94,194,10-11,,-216,17,0,5.4,29HO10241,,2624,,,,,385
6022,6022,47VAJ8396,,2,281,194,8-18,P,245,18,18,1.2,29HO10483,,4284,,,,,190
6202,6202,47VAJ9431,,2,220,194,5-26,P,514,14,18,0.6,507HO7043,,5063,,,,,190
6489,6489,47TZD3393,,1,278,194,3-3,P,630,-1,29,2.3,507HO6168,1HO2406,5247,676,14,18,135,190
6592,6592,47VBY8820,,1,298,194,3-17,P,-193,4,-9,0.2,14HO3597,14HO3367,2728,-874,3,-15,-13,190
6611,6611,47VBY8774,,1,294,194,6-15,P,885,32,24,2,1HO7235,1HO5702,2788,-132,1,-11,-118,232
6654,6654,47VBY8925,,1,249,194,9-1,P,422,-11,5,0.1,1HO6721,11HO5486,5402,767,-33,13,105,252
6362,6362,47VBY8439,,2,58,193,,,185,19,11,0.1,1HO9065,9HO2299,2459,-388,10,-11,9,338
6452,6452,47VBY8575,,1,319,193,2-2,P,-119,-6,-4,0.9,29HO10818,203HO421,5237,-275,-4,-10,162,190
6715,6715,47VBY9241,,1,218,193,6-9,P,17,12,6,0.5,7HO6782,,4604,,,,,190
2917,2917,47TXC8351,,3,453,192,4-29,S,451,14,23,2.4,14HO3367,29HO9578,1210,543,4,16,160,521
5124,5124,47TYY0727,,3,360,192,9-22,,843,27,24,1.1,1HO2406,,1112,,,,,449
5934,5934,47VAJ8288,,2,301,192,,N,905,-5,20,1.2,1HO6802,14HO2958,1812,844,13,32,212,521
6225,6225,47VAJ9390,,2,152,192,9-3,P,205,12,7,0.1,203HO421,,4357,,,,,521
6718,6718,47VBY9259,,1,158,192,10-17,,1105,33,31,0.1,1HO2406,,4372,,,,,521
5366,5366,47TYY0845,,3,115,191,10-12,,1162,40,26,0.1,1HO5702,1HO6248,2131,523,0,14,26,521
5492,5492,47TZK4423,,3,149,191,10-6,,909,-8,25,2.5,1HO5433,7HO5687,2121,172,-11,5,-54,352
6517,6517,47VBY8808,,1,303,191,3-17,P,-397,16,-13,0.3,1HO6833,,4581,,,,,232
6537,6537,47VBY8758,,1,323,191,7-21,P,64,6,5,0.5,1HO6833,1HO2406,5176,470,3,22,98,320
6024,6024,47VAJ8384,,2,294,190,10-2,,1056,15,29,3.6,1HO5663,122HO7,4275,133,10,2,-1,342
6079,6079,47VAJ8498,,2,139,190,8-25,P,1457,40,37,5.3,11HO6159,1HO6149,2426,1322,36,30,58,435
6274,6274,47VBY8006,,2,137,190,9-29,,227,12,14,0.2,7HO6168,,2515,,,,,320
6675,6675,47VBY8951,,1,232,189,6-22,P,1128,28,34,2.8,1HO2406,,4536,,,,,299
5647,5647,47VAN9540,,2,285,188,,N,171,25,9,2,29HO10483,,2126,,,,,371
5787,5787,47VAN9762,,2,281,188,5-22,P,342,20,13,0.9,1HO5663,1HO6360,2688,,,,,329
6301,6301,47VBY8394,,2,41,188,,,555,18,13,0.8,11HO7741,,4505,,,,,338
5651,5651,47TZK4834,,2,292,187,8-4,P,1399,25,43,1.2,14HO3751,1HO2274,1959,304,-7,4,-101,250
5941,5941,47VAJ8263,,2,240,187,9-11,P,508,42,13,0.1,507HO6695,1700,2789,,,,,342
6159,6159,47VAJ9137,,2,43,187,,,749,20,23,5.7,1HO5663,1HO3895,2328,176,3,10,22,516
5171,5171,47TZK4039,,3,324,186,1-13,P,382,-2,6,0.9,9HO2575,,1711,,,,,516
6704,6704,47VBY8935,,1,252,186,5-5,P,153,11,0,0.8,1HO6721,,2440,,,,,516
6501,6501,47VBY8720,,1,275,185,1-25,P,-113,9,-9,0.1,1HO6833,,4577,,,,,420
6649,6649,47VBY8965,,1,286,185,5-12,P,-672,42,-2,0.6,1HO7290,,4036,,,,,213
6784,6784,47VBY9801,,1,164,185,9-19,,36,7,-1,0.1,1HO6833,BULL,5511,,,,,430
6494,6494,47TZD3400,,1,325,184,4-25,P,368,-6,22,1.3,507HO6168,11HO5183,5250,995,22,29,249,386
