BarnName,Index,DHIID,RFID,Lact#,DIM,Merit$,DateDue,Repr,PTAM,PTAFat,PTAPro,LctAvSCCS,SireCode,MGSCode,DamName,DamPTAM,DamPTAF,DamPTAP,DamMerit$
6463 ,6463,47VBY8618,,1,279,+278,2-17,P,+1073,+33,+32,4.9,1HO7127,14HO3597,5223,-58,-14,-7,+42
6199 ,6199,47VAJ9412,,2,216,+277,7-02,P,+604,+27,+10,0.7,203HO421,,4392,,,,
6312 ,6312,47VBY8384,,2,105,+277,10-17,,+552,+23,+20,0.4,29HO10792,,2690,,,,
6737 ,6737,47VBY9286,,1,264,+277,4-21,P,-190,+24,+11,0.9,1HO5045,7HO6417,5433,+430,+27,+24,+291
2488 ,2488,47TTA0722,,4,351,+276,7-14,P,+1143,+50,+38,0.2,11HO4662,,3367,,,,
6506 ,6506,47VBY8718,,1,300,+276,1-25,P,+826,+23,+24,3.3,1HO7127,1HO6360,5221,-172,-1,-10,+208
6624 ,6624,47VBY8817,,1,265,+276,8-22,P,+994,+22,+25,2.0,1HO7235,14HO3597,5157,+784,+13,+11,+213
6641 ,6641,47VBY8985,,1,281,+276,4-07,P,+418,+1,+10,1.8,14HO3597,1HO5583,2857,-112,-6,+10,+109
6818 ,6818,47VBY9826,,1,157,+276,10-06,,+1618,+52,+47,1.8,1HO2406,,2826,,,,
6300 ,6300,47VBY8486,,1,392,+275,3-17,P,+923,+27,+22,0.5,507HO6838,9HO2575,2921,-551,-17,-14,+179
6343 ,6343,47VBY8429,,2,142,+275,8-09,P,+716,+37,+14,2.7,1HO9126,9HO2575,2662,+502,+9,+12,+281
2991 ,2991,47TXC8969,,3,210,+274,9-09,P,+931,+40,+27,2.1,1HO6671,,3688,,,,
6551 ,6551,47VBY8746,,1,280,+274,6-06,P,-100,+8,-6,1.6,1HO6833,9HO2575,2730,-386,-11,-9,+161
6720 ,6720,47VBY9272,,1,168,+274,7-27,P,+1382,+50,+38,1.5,1HO2406,,2622,,,,
6799 ,6799,47VBY9252,,1,214,+274,7-31,P,+613,+6,+10,0.4,507HO7466,14HO3597,5510,-96,-5,-6,+174
5321 ,5321,47TBO0465,,3,330,+273,5-26,P,+1347,+18,+35,0.7,203HO421,,,,,,
5374 ,5374,47TYY0850,,3,354,+272,6-09,P,+9,-27,+8,1.1,1HO6360,7HO6168,2486,-270,-39,+0,+5
5587 ,5587,47TZK4518,,3,80,+272,,H,+18,+6,+8,0.3,7HO6417,,3954,,,,
6303 ,6303,47VBY8437,,2,70,+272,,,-325,+7,-13,0.1,11HO9651,9HO2575,2665,-289,-15,-15,+151
5614 ,5614,47TZK4533,,3,28,+271,,,+1082,+48,+28,2.7,29HO10321,14HO3160,2574,+888,+28,+24,+124
5754 ,5754,47VAN9711,,3,61,+271,,,+600,+37,+27,0.1,1HO7127,7HO5851,2260,-414,+8,-2,+80
6582 ,6582,47VBY8750,,1,280,+271,3-10,P,+636,+16,+15,1.8,1HO7235,14HO3597,5385,+457,+5,+11,+257
5233 ,5233,47TZK4167,,3,381,+268,3-09,P,+1162,+5,+20,0.8,14HO3597,11HO4623,2294,+862,+7,+13,+8
6120 ,6120,47VAJ8731,,2,270,+268,4-14,P,+211,+25,+10,1.3,29HO10483,,2093,,,,
2766 ,2766,47TXC8561,,4,220,+267,9-01,P,+164,+25,+14,0.2,14HO3367,14HO2586,1402,-763,-28,-27,-35
5810 ,5810,47VAN9775,,3,174,+267,8-11,P,+767,+33,+25,0.6,7HO6695,14HO3367,2763,+498,+2,+21,+190
5869 ,5869,47VAJ8198,,2,215,+267,,N,+628,+11,+26,0.7,1HO2406,9HO2575,2684,+289,+7,+19,+333
2948 ,2948,47TXC8345,,4,167,+265,7-28,P,+641,+24,+23,2.2,29HO12044,,3934,,,,
6595 ,6595,47VBY8813,,1,290,+265,7-07,P,+1733,+38,+53,4.8,1HO2406,11HO5284,4319,+649,+13,+24,+111
5484 ,5484,47TZK4420,,3,103,+264,10-05,,+609,+10,+24,0.7,1HO8752,,2096,,,,
6250 ,6250,47VBY8393,,2,144,+264,,N,+812,+33,+22,1.6,29HO9138,1HO6671,5085,+634,+17,+15,+135
6297 ,6297,47VBY8424,,2,120,+264,9-15,P,+1009,+28,+25,2.7,29HO11111,11HO5534,4315,-72,-4,+2,+154
5919 ,5919,47VAJ8200,,2,303,+263,7-13,P,+1422,+35,+46,1.0,1HO7127,1HO5551,2410,+302,+6,+12,-12
2603 ,2603,47TXC8006,,4,214,+262,10-06,,+434,+16,+11,0.2,9HO2575,,3301,,,,
5661 ,5661,47TZK4809,,2,371,+262,8-04,P,+951,+24,+21,0.6,1HO6802,,4057,,,,
5297 ,5297,47TYY0822,,3,146,+260,10-06,,+73,+20,+21,0.6,7HO6417,,3662,,,,
5423 ,5423,47TYY0677,,3,210,+260,,C,+769,+25,+23,4.0,203HO421,9HO2704,2541,+315,+21,+13,-3
6461 ,6461,47VBY8559,,1,162,+260,9-03,P,+249,-13,+2,0.3,14HO3597,11HO5183,5188,-300,-25,-3,+130
5243 ,5243,47TXC8681,,3,297,+259,2-24,P,+306,-4,+7,1.9,1HO6360,,2395,,,,
5643 ,5643,47VAN9545,,3,50,+259,,,+332,+15,+14,4.0,29HO10241,7HO6417,5004,-164,+7,+5,+184
5749 ,5749,47TZL6318,,3,242,+258,6-06,P,+850,+27,+22,2.7,203HO421,1HO6149,,+1322,+36,+30,+58
6063 ,6063,47VAJ8504,,2,219,+258,9-15,P,+651,+40,+26,1.3,29HO9155,,2827,,,,
6077 ,6077,47VAJ8497,,2,129,+258,9-06,P,+1185,+45,+30,0.1,1HO9007,,3536,,,,
6457 ,6457,47VBY8614,,1,284,+258,1-27,P,+504,+17,+21,0.9,29HO10124,,4431,,,,
6824 ,6824,47VBY9785,,1,201,+258,9-08,P,+645,+7,+22,0.8,11HO7123,1HO5583,2907,+630,-10,+28,+166
5385 ,5385,47TYY0861,,3,51,+257,,,+457,+5,+11,5.3,14HO3597,1HO4438,1232,-67,+8,+6,+99
5639 ,5639,47TZK4823,,3,72,+257,,,+458,+6,+15,0.1,203HO421,,2577,,,,
5602 ,5602,47TZK4510,,2,487,+256,3-26,P,+894,+23,+33,2.2,11HO5183,,4180,,,,
5291 ,5291,47TYY0807,,4,32,+255,,,+412,+33,+21,5.1,3HO5678,1HO5551,2423,+549,+21,+20,+118
6200 ,6200,47VAJ9399,,2,238,+255,5-19,P,+1440,+23,+34,0.8,507HO6838,9HO2575,2824,-4,-26,-4,+68
6678 ,6678,47VBY8950,,1,228,+255,5-26,P,+240,+39,+16,1.7,1HO7290,11HO5486,4320,+368,-19,+0,+18
5165 ,5165,47TZK4029,,3,376,+254,2-18,P,+717,+40,+26,0.8,29HO10321,,2256,,,,
6173 ,6173,47TZD3301,,2,303,+254,7-04,P,+747,+46,+24,0.2,507HO6695,1HO3895,2980,+614,-7,+17,+104
6543 ,6543,47VBY8769,,2,46,+254,,,-16,+39,+11,0.1,29HO10493,1HO5697,5200,+348,+12,+6,+103
6630 ,6630,47VBY8780,,1,281,+254,4-06,P,-127,+21,-3,2.0,1HO6721,7HO6417,5373,-486,+20,-1,+213
5378 ,5378,47TYY0869,,3,239,+253,5-19,P,+351,-8,+12,1.1,1HO6360,1HO2274,1974,+390,-5,+16,+38
6239 ,6239,47VBY8002,,2,171,+253,10-12,,+965,+32,+25,1.7,1HO6721,,2246,,,,
5038 ,5038,47TYY0552,,3,305,+252,1-19,P,+218,-5,-2,1.6,1HO6360,,3631,,,,
6088 ,6088,47VAJ8745,,2,257,+252,7-10,P,+942,+21,+25,0.1,1HO2406,9HO2575,2806,+665,+9,+18,+247
6465 ,6465,47VBY8619,,1,391,+252,8-21,P,+1434,+43,+47,2.7,1HO7127,11HO5153,2302,+453,+18,+18,+59
6546 ,6546,47VBY8757,,1,284,+252,5-07,P,+102,+2,+4,1.9,29HO10124,1HO6360,5172,-408,-36,-17,+88
5428 ,5428,47TZK4384,,3,88,+251,10-13,,+696,+31,+18,0.1,29HO10483,1HO7123,1987,+554,+22,+11,+118
5152 ,5152,47TZK4023,,3,199,+250,8-10,P,+234,+25,+16,2.9,7HO6417,,4069,,,,
6273 ,6273,47VBY8395,,2,98,+250,10-06,,+503,+14,+12,2.1,507HO7173,1HO6360,5038,+218,-5,-2,+252
6601 ,6601,47VBY8732,,1,268,+250,7-04,P,+1304,+31,+44,2.2,1HO7127,,5043,,,,
6749 ,6749,47VBY9223,,1,211,+250,8-22,P,+836,+22,+29,1.6,507HO6168,,5251,,,,
2932 ,2932,47TXC8949,,3,152,+249,8-11,P,+206,-1,+8,0.1,1HO6360,1HO6158,2074,-628,-14,-10,-139
5250 ,5250,47TZK4185,,3,294,+249,9-22,,+995,+22,+29,0.8,11HO5183,7HO5710,2342,+1050,+47,+20,+169
5865 ,5865,47VAJ8209,,3,32,+249,,,+1010,+19,+25,0.3,1HO5588,1HO5626,2401,-121,+2,+6,+142
6156 ,6156,47VAJ9138,,2,109,+249,,N,+761,+47,+22,0.4,507HO6695,7HO6417,2944,+818,+21,+27,+317
6331 ,6331,47VBY8466,,1,294,+249,1-10,P,+1351,+16,+32,2.0,1HO5663,1HO5626,2573,+804,-7,+20,+101
6653 ,6653,47VBY8941,,1,199,+249,6-29,P,+748,+7,+14,0.2,14HO3597,,4250,,,,
2699 ,2699,47TXC8502,,4,266,+248,5-30,P,+238,+0,+2,1.6,1HO6360,,3444,,,,
5985 ,5985,47VAJ8257,,2,371,+248,9-15,,+901,+31,+20,1.4,29HO10302,,4038,,,,
6378 ,6378,47VBY8583,,2,90,+248,10-13,,+890,+35,+23,0.4,1HO7235,1HO5702,2994,+640,+21,+10,+96
6606 ,6606,47VBY8729,,1,248,+248,5-16,P,+952,+21,+27,1.7,1HO7235,,5383,,,,
6688 ,6688,47VBY8938,,1,186,+248,10-18,,-19,+55,+12,0.4,1HO7290,,4412,,,,
2806 ,2806,47TXC8312,,3,107,+247,9-29,,+665,+9,+18,0.8,9HO2575,1HO5053,2059,+185,+5,+6,-83
5201 ,5201,47TZK4228,,3,283,+247,1-20,P,+422,+38,+14,1.5,1HO5697,,4036,,,,
5700 ,5700,47VAN9568,,2,327,+247,9-01,P,+993,+32,+38,4.1,11HO7130,11HO7817,4314,+584,-5,+12,+71
5535 ,5535,47TZK4446,,2,280,+246,1-20,P,+888,+27,+26,2.5,,1HO3895,1852,+614,-7,+17,+104
2903 ,2903,47TXC8394,,4,38,+245,,,+608,+17,+33,,1HO5583,1HO4438,1232,-67,+8,+6,+99
5556 ,5556,47TZD2496,,2,412,+245,5-03,P,+156,+3,+1,1.8,203HO466,9HO2575,2677,-682,-4,-17,+152
6352 ,6352,47VBY8468,,2,49,+245,,,+315,+8,+14,0.2,203HO421,29HO10321,5117,-6,+1,+5,+53
1956 ,1956,46VHX9755,,5,268,+244,7-13,P,+799,+5,+22,0.5,9HO2271,11HO3686,1006,-931,-31,-23,-75
6127 ,6127,47VAJ8737,,2,255,+244,6-14,P,+437,+54,+14,0.4,507HO6695,UNKNOWN,2814,,,,
6193 ,6193,47VAJ9433,,2,104,+244,9-29,,+144,+19,+13,1.9,7HO6168,53290776,2110,+123,+24,+2,+181
6768 ,6768,47VBY9231,,1,225,+244,10-06,,-119,+49,+12,0.1,501HO7290,,4582,,,,
2473 ,2473,47TTA0710,,4,337,+243,,N,+503,+23,+24,2.0,29HO9215,29HO6658,,-163,-6,-1,+98
5028 ,5028,47TXC8971,,3,343,+243,5-22,P,+191,+3,+1,2.0,1HO6360,,1609,,,,
6070 ,6070,47VAJ8481,,2,295,+243,6-23,P,+1076,+5,+23,0.5,1HO5588,1HO6360,2746,-46,+1,+4,+282
6318 ,6318,47VBY8482,,1,411,+243,3-27,P,+896,-2,+33,1.6,507HO7043,1HO2406,5181,-35,+0,+6,+59
6379 ,6379,47VBY8587,,1,323,+242,2-17,P,+891,+6,+21,0.1,1HO7235,1HO6802,5041,+891,+8,+14,+209
6495 ,6495,47TZD3388,,2,250,+242,5-27,P,+318,+10,+18,1.4,507HO6168,11HO5183,5250,+995,+22,+29,+249
2898 ,2898,47TXC8382,,4,237,+241,9-03,P,+98,+38,+17,1.0,14HO3367,,1568,,,,
5764 ,5764,47VAN9732,,3,118,+241,9-15,P,+730,+9,+32,5.1,29HO10728,7HO6417,2677,+719,+8,+33,+331
6125 ,6125,47VAJ8762,,2,233,+241,5-19,P,+1586,+28,+30,1.2,94JE3083,224HO6974,2747,+627,+12,+11,+76
6525 ,6525,56217478,,1,213,+241,9-28,,-41,-6,-2,2.3,1HO6833,1HO6360,2751,-173,-33,-5,+113
5150 ,5150,47TZK4011,,3,329,+240,3-17,P,+25,+13,+4,2.8,7HO6417,,1942,,,,
5967 ,5967,47VAJ8232,,1,466,+240,,C,+1702,+43,+38,2.0,1HO2406,,2469,,,,
6399 ,6399,47VBY8603,,1,175,+240,7-20,P,-22,-4,-4,1.4,1HO6833,1HO6360,2951,-375,-28,-9,+114
5863 ,5863,47VAJ8207,,2,244,+239,7-20,P,+947,+46,+23,1.3,1HO5663,1HO6149,5014,+139,+26,+0,+12
2648 ,2648,47TXC8046,,4,214,+238,9-08,P,+1684,+22,+31,2.3,1HO5588,1HO2274,1919,+403,+8,+9,+94
6681 ,6681,47VBY8955,,1,246,+238,6-10,P,+935,+6,+22,2.6,1HO7235,14HO3597,5432,-153,-34,-13,+16
6683 ,6683,47VBY8987,,1,153,+238,8-11,P,+993,+8,+18,2.4,14HO3597,224HO6974,2696,+1319,+16,+30,+123
5658 ,5658,47TZK4833,,3,191,+237,7-14,P,+1124,+15,+22,0.6,1HO5588,11HO4515,1539,-133,-20,-5,+48
6712 ,6712,47VBY9211,,1,216,+237,7-04,P,-149,+51,+7,2.4,1HO7290,203HO421,5314,+945,+30,+19,+181
6773 ,6773,47VBY9279,,1,216,+237,5-30,P,-131,+33,+13,0.7,29HO10493,1HO5702,2833,-206,+6,-6,+23
6844 ,6844,47VBY9831,,1,154,+237,8-06,P,-257,+47,+10,1.1,501HO7290,1HO8615,5533,+11,+9,+4,+37
6753 ,6753,47VBY9255,,1,198,+236,8-10,P,+209,+30,+3,3.2,1HO6833,,4417,,,,
5963 ,5963,47VAK2832,,3,36,+235,,,+416,+8,+13,0.7,203HO421,1HO6149,2400,,,,
6330 ,6330,47VBY8461,,1,428,+235,,C,+1391,+35,+31,4.5,507HO6838,9HO2575,5171,+382,-2,+6,+186
6485 ,6485,47TZD3389,,1,302,+235,2-10,P,-37,+6,+20,2.7,507HO6168,7HO6417,5297,+73,+20,+21,+260
6707 ,6707,47VBY8923,,1,243,+234,6-23,P,+898,+0,+25,0.1,1HO9229,1HO6360,2606,+143,-5,+0,+174
6373 ,6373,47VBY8533,,2,105,+233,9-29,,+359,+12,+16,0.1,1HO7235,1HO6671,5183,-100,+5,+6,+161
6103 ,6103,47VAJ8769,,2,129,+232,10-01,,+1719,+28,+32,0.1,94JE3083,1HO6671,2777,,,,
6443 ,6443,47VBY8565,,1,279,+232,1-13,P,+632,+19,+21,0.4,1HO5663,,4520,,,,
6628 ,6628,47VBY8784,,1,166,+232,10-13,,+745,-10,+22,0.5,14HO3801,1HO6360,2705,+674,-34,+16,+178
6588 ,6588,47VBY8796,,1,281,+231,4-05,P,+574,+2,+19,1.8,29HO10124,11HO5183,5234,-468,-52,-12,-120
6269 ,6269,47VBY8391,,2,42,+230,,,+1111,+39,+25,0.4,507HO6838,29HO10321,5097,+277,+25,+8,+171
5239 ,5239,47TZK4195,,3,214,+229,9-14,P,+640,+37,+14,4.3,29HO10321,,2383,,,,
5300 ,5300,47TBO0475,,3,318,+229,3-04,P,+1020,+22,+22,6.4,203HO421,9HO2299,2462,+1322,+36,+30,+58
5547 ,5547,47TZD2813,,3,81,+229,,,+420,-18,+11,2.3,203HO466,9HO2575,2590,,,,
6253 ,6253,47VBY8382,,2,133,+229,9-26,,+320,+28,-1,0.1,1HO6833,224HO6974,2918,+207,+13,-2,-15
6469 ,6469,47VBY8555,,2,25,+229,,,+463,+15,+11,6.0,1HO7235,203HO466,5293,-296,-12,-8,+83
5264 ,5264,47TXC8687,,3,207,+228,8-22,P,+526,+14,+6,0.2,14HO2736,,4276,,,,
5438 ,5438,47TZK4386,,3,220,+228,10-12,,+199,-13,+1,2.0,1HO6360,,3636,,,,
5850 ,5850,47TRY9693,,2,240,+228,,N,+375,+20,+7,0.4,1HO2406,14HO2586,1425,-330,-4,-15,+163
6032 ,6032,47VAJ8385,,2,243,+228,8-04,P,+497,+8,+14,2.3,1HO8800,9HO2704,2561,-746,-24,-19,-183
6447 ,6447,47VBY8591,,1,399,+228,,C,+719,+38,+14,1.8,1HO6721,1HO6149,5014,+139,+26,+0,+12
6188 ,6188,47VAJ9394,,2,203,+227,6-23,P,+398,+9,+7,0.1,29HO10302,1HO6360,2757,+43,+15,+4,+294
6812 ,6812,47VBY9288,,1,168,+227,9-07,P,+696,+19,+28,2.5,507HO6168,1HO7983,5518,,,,
2591 ,2591,47TXC8019,,4,292,+226,9-22,,+1116,+36,+33,2.5,9HO2704,1HO5306,1828,+502,-4,+11,+44
2710 ,2710,47TXC8510,,4,96,+226,10-06,,+1045,+36,+22,0.1,1HO5702,1HO4438,1117,-143,-8,-5,+11
5279 ,5279,47TZK4190,,3,343,+226,4-16,P,+856,+34,+18,0.7,14HO3831,,3901,,,,
6058 ,6058,47VAJ8479,,2,239,+226,8-04,P,+773,+19,+21,0.6,29HO10792,11HO5486,4320,+368,-19,+0,+18
6440 ,6440,47VBY8606,,1,291,+226,1-24,P,+174,+10,+1,0.4,14HO3597,11HO4025,4172W,-208,+2,-5,+0
6518 ,6518,47VBY8811,,1,217,+226,6-12,P,+745,+23,+21,0.9,1HO9153,1HO5588,5016,+960,-9,+14,+67
2769 ,2769,47TXC8565,,4,191,+225,9-29,,+1244,+43,+23,7.7,1HO5588,29HO8614,2038,+715,+46,+17,+219
5982 ,5982,47VAJ8281,,2,216,+225,9-01,P,+970,+37,+16,1.4,29HO10302,1HO5702,2718,-201,+22,-15,-36
5925 ,5925,47VAJ8245,,3,35,+224,,,+743,+17,+10,3.7,1HO6802,29HO8343,1774,-156,-1,-10,-62
5173 ,5173,47TZK4031,,3,302,+223,7-16,P,+509,+46,+22,2.7,29HO10321,14HO2687,1966,+524,+44,+26,+227
6090 ,6090,47VAJ8773,,1,479,+223,6-03,P,+1196,+47,+29,1.7,29HO11111,,2429,,,,
6257 ,6257,47VBY8009,,2,139,+223,8-15,P,+549,+46,+19,0.1,29HO10792,,4222,,,,
6527 ,6527,47VBY8719,,1,264,+223,6-29,P,+606,+10,+24,0.9,29HO10124,,2217,,,,
5287 ,5287,47TZK4199,,3,267,+222,4-21,P,+366,+19,+8,1.0,203HO421,1HO6149,5014,+139,+26,+0,+12
5437 ,5437,47TZK4394,,3,181,+222,9-29,,+899,+26,+21,0.1,1HO2406,,3960,,,,
6218 ,6218,47VAJ9435,,2,197,+222,9-01,P,+509,+62,+15,1.9,507HO6695,UNKNOWN,5023,,,,
2896 ,2896,53689921,,4,97,+221,10-06,,+471,+30,+26,3.4,14HO3367,,3851,,,,
2984 ,2984,47TXC8958,,3,344,+221,10-12,,+910,+38,+13,0.8,1HO5588,1HO3390,1352,-700,+1,-23,-20
6212 ,6212,47VAJ9418,,1,477,+221,8-13,P,+888,+58,+26,0.7,507HO6695,1HO2406,2986,+341,+12,+13,+18
6493 ,6493,47TZD3390,,2,27,+221,,,+414,+5,+22,1.5,507HO6168,11HO5183,5250,+995,+22,+29,+249
6520 ,6520,47VBY8786,,1,287,+221,5-12,P,-140,+23,-2,2.7,1HO5045,14HO3597,5252,-159,-21,-17,+6
6668 ,6668,47VBY8963,,1,267,+221,5-10,P,+328,+16,+9,0.4,7HO6782,,5379,,,,
6735 ,6735,47VBY9225,,1,155,+221,9-23,,+555,+24,+18,1.4,29HO10124,,4368,,,,
5281 ,5281,47TXC8695,,3,316,+220,4-13,P,+304,+21,+15,2.6,29HO10321,1HO5626,2401,-121,+2,+6,+142
5824 ,5824,47VAN9783,,2,369,+220,5-26,P,+11,+32,-1,0.9,7HO6695,9HO2575,2639,-77,+0,-4,+238
2942 ,2942,47TXC8360,,3,312,+219,10-13,,+851,+36,+25,1.3,1HO6671,,3193,,,,
6417 ,6417,47VBY8542,,2,44,+219,,,+298,+20,+12,0.4,1HO6946,9HO2575,2603,+434,+16,+11,+262
6519 ,6519,47VBY8805,,1,283,+219,2-28,P,+746,+14,+21,0.7,1HO9153,1HO5588,5016,+960,-9,+14,+67
6622 ,6622,47VBY8790,,1,270,+219,8-03,P,+72,+28,-2,1.2,1HO9319,1HO6360,2668,+841,+23,+18,+323
5871 ,5871,47VAJ8214,,2,272,+218,2-26,P,+862,+18,+18,0.7,29HO10302,,4011,,,,
6562 ,6562,47VBY8736,,1,281,+218,2-16,P,+502,+17,+5,1.2,1HO6721,,4276,,,,
6186 ,6186,47VAJ9408,,2,213,+217,9-29,,+293,+11,+19,0.6,7HO6168,,4070,,,,
2865 ,2865,47TXC8706,,4,35,+216,,,-57,-14,+0,0.1,1HO6360,,3375,,,,
6236 ,6236,47VAJ9421,,2,57,+216,,,+791,+33,+20,0.1,1HO5663,,4514,,,,
6380 ,6380,47VBY8540,,1,359,+216,3-09,P,+284,+10,+11,2.4,507HO7173,1HO6360,2999,+309,+1,+2,+288
6739 ,6739,47VBY9289,,1,234,+216,6-13,P,-35,+10,+16,1.3,1HO9367,7HO6417,2721,+930,+44,+45,+435
2919 ,2919,47TXC8393,,4,202,+215,6-22,P,+47,-16,+5,3.7,9HO2575,,3928,,,,
5228 ,5228,53290764,,3,283,+214,2-17,P,+593,+9,+2,1.0,14HO3597,,1934,,,,
6028 ,6028,47VAJ8364,,2,331,+214,6-08,P,+1043,+28,+27,1.3,1HO5663,1HO8269,2837,+888,+28,+22,+115
6366 ,6366,47VBY8475,,2,49,+214,,,+36,+17,+8,0.9,29HO10241,11HO8624,4464,,,,
6789 ,6789,47VBY9269,,1,166,+214,10-10,,+898,+0,+15,2.8,507HO7466,14HO3597,5412,+923,+4,+17,+178
4455 ,4455,53689918,,4,225,+213,,N,+456,+8,+18,0.5,11HO5284,,,,,,
5157 ,5157,47TZK4004,,2,379,+213,,C,+784,+13,+11,0.8,14HO3597,39HO709,4008,+969,+11,+22,+64
5630 ,5630,47TZK4801,,3,182,+213,7-11,P,-162,-21,+3,2.6,1HO6360,7HO6168,2562,-153,-10,+9,+36
6722 ,6722,47VBY9227,,1,242,+213,5-12,P,+38,+31,+13,0.1,29HO10493,1HO7450,2404,+250,+1,+1,-24
6750 ,6750,47VBY9282,,1,238,+213,,N,+567,+25,+12,4.1,507HO6838,9HO2575,,-551,-17,-14,+179
5358 ,5358,53689934,,2,354,+212,2-02,P,+571,+39,+16,1.7,29HO10321,,2330,,,,
5788 ,5788,47VAN9737,,2,251,+212,5-29,P,+769,+35,+37,2.9,14HO3751,1HO1028,2278,+252,+9,+19,+13
5997 ,5997,47VAJ8260,,2,286,+212,6-01,P,+1303,+34,+22,1.1,94JE3083,7HO6349,2707,-476,+2,-5,-65
6036 ,6036,47VAJ8376,,2,284,+212,5-30,P,+846,+20,+20,1.2,1HO8863,1HO7376,2325,+211,+13,+0,-45
6450 ,6450,47VBY8617,,1,310,+212,4-06,P,-100,-2,+4,4.3,7HO6782,203HO421,5246,+113,-9,+6,+183
6819 ,6819,47VBY9791,,1,182,+212,9-03,P,+264,+1,+7,2.3,1HO6776,7HO6168,2583,-171,-26,-1,+32
5459 ,5459,47TZK4412,,3,89,+211,10-12,,+516,+23,+19,0.1,1HO8624,29HO9429,2081,-175,+11,+3,+138
5907 ,5907,47VAJ8184,,2,325,+211,4-07,P,+732,+34,+19,0.7,1HO2406,,2212,,,,
5950 ,5950,47VAK2838,,2,400,+210,3-27,P,+583,+18,+13,3.2,203HO421,1HO6149,2400,,,,
5041 ,5041,47TYY0548,,4,29,+209,,,+891,+8,+14,0.3,1HO6802,,4032,,,,
5301 ,5301,47TBO0458,,3,103,+209,9-29,,+1158,+24,+31,5.5,203HO421,1HO6149,2426,+1322,+36,+30,+58
5559 ,5559,47TZD2495,,3,233,+209,6-13,P,-314,+5,-13,0.6,203HO466,9HO2575,2677,-682,-4,-17,+152
6755 ,6755,47VBY9217,,1,201,+209,6-22,P,+943,+34,+33,2.1,1HO7127,,4588,,,,
5221 ,5221,47TZK4176,,3,354,+208,3-21,P,-172,-1,-10,2.2,1HO6360,29HO9429,2054,+28,+19,-2,+40
6484 ,6484,47TZD3391,,1,294,+208,1-29,P,+103,+2,+23,4.6,507HO6168,7HO6417,5297,+73,+20,+21,+260
5212 ,5212,47TZK4220,,3,332,+207,3-04,P,+374,+32,+12,0.9,29HO10321,,3824,,,,
6038 ,6038,47VAJ8368,,2,196,+207,8-26,P,+290,+6,+13,0.7,1HO8800,11HO4623,1683,-784,-33,-21,-210
6643 ,6643,47VBY8982,,1,266,+207,7-07,P,+199,+29,+14,0.6,1HO5045,,3778,,,,
2813 ,2813,53331339,,3,652,+206,5-01,P,+1044,+14,+29,1.9,1HO6671,,3803,,,,
6420 ,6420,47VBY8595,,1,393,+206,5-22,P,+1394,+28,+35,1.5,7HO6838,1HO8388,5220,+783,+1,+20,+151
6805 ,6805,47VBY9256,,1,168,+206,7-25,P,+244,-4,-2,1.7,507HO7466,203HO466,5559,-314,+5,-13,+209
5125 ,5125,47TYY0728,,4,120,+205,10-08,,+560,+1,+19,0.8,11HO5183,,3438,,,,
6056 ,6056,47VAJ8482,,2,176,+205,,N,+510,+22,+24,1.3,29HO9155,11HO8046,2874,,,,
6141 ,6141,47VAJ9108,,2,192,+205,7-07,P,+637,+36,+17,1.2,7HO5605,,4438,,,,
6742 ,6742,47VBY9262,,1,191,+205,7-07,P,+367,+1,+5,1.7,14HO3597,1HO5583,2811,-98,-2,+3,+29
6573 ,6573,47VBY8816,,1,327,+204,4-09,P,+617,+22,+21,0.9,1HO9312,1HO7154,2034,+24,+4,+6,+97
6673 ,6673,47VBY8966,,1,268,+204,4-29,P,-111,+26,+0,0.5,1HO6939,9HO2575,2815,-245,-5,-6,+180
5162 ,5162,47TZK4024,,4,110,+203,9-21,,+462,+9,+4,3.0,14HO3597,,2266,,,,
6333 ,6333,47VBY8472,,2,82,+203,,,-74,+33,+6,4.8,507HO6695,7HO6417,5174,+42,+18,+14,+287
5622 ,5622,47TZK4530,,3,82,+202,,,-33,-16,-7,1.6,1HO6360,,2148,,,,
5837 ,5837,47TRY9679,,3,66,+202,,,+891,+28,+21,1.0,1HO2406,,2383,,,,
6466 ,6466,47VBY8557,,1,368,+202,3-25,P,+892,+18,+27,1.3,11HO7741,,4107,,,,
6607 ,6607,47VBY8801,,1,297,+201,4-15,P,+191,+19,+5,0.7,7HO6782,,3670,,,,
2491 ,2491,47TTA0716,,4,158,+200,9-15,P,+734,+51,+24,1.4,1HO5551,,1611,,,,
5140 ,5140,47TZK4016,,3,328,+200,6-28,P,+890,+26,+20,2.5,29HO10321,,3737,,,,
5359 ,5359,47TYY0858,,2,370,+200,3-03,P,+261,+5,+4,1.9,14HO3597,,2359,,,,
6487 ,6487,47TZD3404,,1,299,+200,4-03,P,-52,-4,+20,3.4,507HO6168,7HO6417,5297,+73,+20,+21,+260
6764 ,6764,47VBY9287,,1,181,+200,7-13,P,-307,+28,+5,0.5,29HO10493,1HO5702,2867,-99,+7,-9,+7
2801 ,2801,47TXC8588,,4,28,+199,,,+507,-26,+13,2.4,9HO2575,,3728,,,,
6448 ,6448,47VBY8549,,1,310,+199,2-25,P,+470,+16,+6,2.2,1HO9076,9HO2704,2508,-56,+20,+2,+42
6809 ,6809,47VBY9293,,1,176,+199,9-01,P,-76,+28,+3,2.3,1HO6987,,4204,,,,
